OrderID,OrderDate,Quantity,UnitPrice,TotalPrice,Discount_Applied,PaymentMethod,ProductID,ProductName,ProductCategory,SKU,CustomerID,CustomerName,CustomerEmail,CustomerPhone,BillingAddress,ShippingCity,ShippingState,ShippingCountry,SalesRepID,SalesRepName,Region,SalesChannel,LeadSource,OrderStatus,ShippingDate,ShippingMethod,WarehouseCode,Notes,COGS_Percentage,Lead_Source
ORD-63281,2025-09-02,1,$257.54,$257.54,0.0,Crypto,9338c8f2-dcd0-47c2-8b6c-c94dcb0bc7f8,Visualize Killer Deliverables,ELEC,SKU-5993,f88cffec-9d76-408c-b27b-ecc8c52dba49,Deleon LLC,walshpaul@example.org,767-639-5660,"6407 Amy Turnpike
South Brandonfurt, SC 06987",North Stevenmouth,NC,USA,,,North America,Online,Cold Call,Pending,2025-09-16,Standard,WH-005,,0.75,
845433,2023-11-01,3,"$2,486.37","$7,459.11",0.0,Bank Transfer,934cf22c-9564-4318-a081-33ada53a7c32,Productize Collaborative E-Markets,Furniture,SKU-2270,74966f63-a86d-45e4-978f-3783e6f9025f,Jacobs-Rodriguez,charper@example.org,260-502-2398,"91078 Mason Rest Apt. 169
North Johnbury, WV 84862",Ronaldberg,AK,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,NA,Direct,Web,Shipped,2023-11-02,Standard,WH-002,,0.6,
811881,2024-12-02,2,$183.66,$367.32,0.0,PayPal,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,Furniture,SKU-4544,,King Group,david04@example.com,+1-748-974-2785x55312,"23970 Carmen Dale Apt. 751
Port Robertotown, VA 28479",Port Alanfurt,PA,USA,,,EMEA,Online,Cold Call,Shipped,2024-12-08,Express,WH-009,,0.61,
ORD-77452,2025-03-03,4,$670.19,"$2,278.65",0.15,Crypto,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,Office Supplies,SKU-1038,191669a5-13a2-420d-9a82-ab74f18cf5cf,Hebert Group,baldwinjose@example.org,4899893423,"3492 Pineda Row Suite 693
East Troystad, WV 52496",South Jessica,OR,USA,,,NA,Online,Trade Show,Pending,2025-03-08,Overnight,WH-002,,0.57,
ORD-13401,2024-11-23,2,$925.37,"$1,850.74",0.0,Crypto,168eb9e8-edac-4ad3-9a8d-778e2657da28,Evolve Granular Mindshare,ELEC,SKU-9010,f88cffec-9d76-408c-b27b-ecc8c52dba49,Deleon LLC,walshpaul@example.org,767-639-5660,"19004 Logan Spur Suite 092
East Michaelport, FL 40404",East Lisamouth,DC,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,Asia-Pacific,Partner,Web,Cancelled,2024-11-24,Express,WH-010,,0.57,
ORD-20750,2023-03-01,10,"$1,821.06","$16,389.54",0.1,Crypto,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,ELEC,SKU-1038,7d1f38f1-63ac-4520-b6b9-2d894e46d239,"Herrera, Delgado and Jacobson",melissa57@example.net,+1-921-823-1711x7393,"3816 William Spring
South Michael, UT 33585",Johnsonborough,IA,USA,,,APAC,Online,Organic,Returned,2023-03-15,Express,WH-008,,0.62,
848766,2025-05-15,1,"$1,114.85","$1,114.85",0.0,PayPal,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,office_supplies,SKU-1334,96c12b21-6ae0-49c8-aa73-11c1191fe42f,Turner PLC,cassandrataylor@example.org,907-603-3116,"PSC 2898, Box 7579
APO AP 57554",Josephview,SC,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,EMEA,Partner,Cold Call,Cancelled,2025-05-16,Overnight,WH-010,,0.72,
ORD-85767,2024-04-20,5,"$2,181.83","$10,909.15",0.0,Credit Card,168eb9e8-edac-4ad3-9a8d-778e2657da28,Evolve Granular Mindshare,Office Supplies,SKU-9010,6256bc5b-d6c5-4c44-93a7-92b331fe6fe9,Saunders-Hurst,grantalexandria@example.net,(361)419-5962,"PSC 0261, Box 9067
APO AA 37135",Lake Katietown,RI,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,N. America,Partner,Web,Pending,2024-04-22,Express,WH-009,,0.58,
ORD-85960,2023-04-18,4,"$2,145.26","$8,581.04",0.0,Bank Transfer,9338c8f2-dcd0-47c2-8b6c-c94dcb0bc7f8,Visualize Killer Deliverables,Software,SKU-5993,,Walsh Ltd,hmann@example.net,001-696-537-4391,"142 Owens Throughway
Wardfurt, NJ 85549",Johnsonberg,MT,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,N. America,Direct,Trade Show,Cancelled,2023-05-02,Overnight,WH-001,,0.6,
ORD-24124,2024-11-04,1,"$2,283.30","$2,283.30",0.0,Crypto,168eb9e8-edac-4ad3-9a8d-778e2657da28,Evolve Granular Mindshare,Furniture,SKU-9010,3deabbec-fa25-4c3b-9555-e7eae9786c5c,Jones-Carter,wandasmith@example.net,(887)824-7171,"298 Kim Divide
Breannaborough, NJ 23677",West Craigburgh,AZ,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,"Europe, Middle East, Africa",Reseller,Referral,Returned,2024-11-12,Standard,WH-006,,0.56,
810419,2024-10-13,1,"$1,630.91","$1,630.91",0.0,Crypto,934cf22c-9564-4318-a081-33ada53a7c32,Productize Collaborative E-Markets,office_supplies,SKU-2270,83c6fc39-ba02-4d92-afd2-8d5669c10863,Odom-Woods,thomas41@example.org,001-938-674-4544x1226,"01010 Vincent Alley
New Jonathanberg, MO 07407",Millerview,FM,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,APAC,Direct,Trade Show,Cancelled,2024-10-21,Overnight,WH-007,,0.75,
ORD-72974,2024-06-22,1,"$1,089.27","$1,034.81",0.05,Bank Transfer,ccecaaa8-083e-4dcc-877e-745587a9aa05,Re-Intermediate Proactive Communities,electronics,SKU-4953,2d2a51fd-a2f8-4b9b-9bf2-b1f4518e4281,"Yang, Dickerson and Smith",grace62@example.org,(757)615-3774,"69081 Martinez Brooks
Deanfurt, PA 73599",West Nancyfort,MN,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,Asia-Pacific,Reseller,Web,Pending,2024-07-04,Standard,WH-001,,0.72,
855859,2025-04-19,1,"$1,304.20","$1,304.20",0.0,Crypto,9338c8f2-dcd0-47c2-8b6c-c94dcb0bc7f8,Visualize Killer Deliverables,Office Supplies,SKU-5993,7d1f38f1-63ac-4520-b6b9-2d894e46d239,"Herrera, Delgado and Jacobson",melissa57@example.net,+1-921-823-1711x7393,"5712 Justin Well
South William, AL 11184",Weavermouth,CO,USA,,,N. America,Online,Trade Show,Cancelled,2025-05-01,Express,WH-010,,0.67,
873677,2025-07-05,3,$948.80,"$2,846.40",0.0,Credit Card,f13b0237-19f1-4ad8-bf92-e6c678ef480b,Integrate Synergistic Models,Office Supplies,SKU-8122,7d1f38f1-63ac-4520-b6b9-2d894e46d239,"Herrera, Delgado and Jacobson",melissa57@example.net,+1-921-823-1711x7393,"141 Sarah Walks Apt. 245
Ralphfurt, CT 86765",Butlerstad,PR,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,"Europe, Middle East, Africa",Direct,Referral,Shipped,2025-07-06,Overnight,WH-010,,0.61,
ORD-57547,2023-08-14,3,$911.08,"$2,733.24",0.0,Crypto,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,electronics,SKU-3909,74966f63-a86d-45e4-978f-3783e6f9025f,Jacobs-Rodriguez,charper@example.org,260-502-2398,"0609 Walker Landing Suite 715
Terriburgh, NM 14159",Lake Sharifort,MP,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,"Europe, Middle East, Africa",Direct,Cold Call,Pending,2023-08-21,Standard,WH-005,,0.68,
ORD-28608,2024-09-28,2,"$1,607.95","$3,215.90",0.0,Credit Card,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,Electronics,SKU-1334,ea7bed78-40ff-45ae-b72d-47e3d5ee2dfe,Hensley LLC,amberbenjamin@example.net,001-820-821-3595x78116,"2139 Brown Squares Suite 524
Dwayneshire, VA 58378",Port Kelly,LA,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,EMEA,Reseller,Trade Show,Shipped,2024-10-06,Standard,WH-004,,0.69,
ORD-70377,2023-11-11,2,"$1,099.71","$2,199.42",,Bank Transfer,168eb9e8-edac-4ad3-9a8d-778e2657da28,Evolve Granular Mindshare,Software,SKU-9010,34f2c191-55f0-4712-98a9-5df7482628dd,Davis-Anthony,reneelogan@example.net,001-863-782-1068,"56781 Holmes Fort
North James, MS 42221",South Ian,OR,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,"Europe, Middle East, Africa",Reseller,Organic,Returned,2023-11-23,Standard,WH-009,,0.65,
843767,2023-03-03,2,"$2,283.25","$4,566.50",0.0,Credit Card,f13b0237-19f1-4ad8-bf92-e6c678ef480b,Integrate Synergistic Models,Electronics,SKU-8122,9f1bc98d-549f-49a8-bccc-17649a665171,Hayden Inc,kmorris@example.org,(956)290-3084x4963,"17227 Dennis Lodge Suite 189
New Barbarafurt, DC 48664",New Laura,KS,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,APAC,Partner,Organic,Pending,2023-03-10,Overnight,WH-008,,0.61,
ORD-45808,2022-12-30,1,"$1,879.24","$1,785.28",,Bank Transfer,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,Software,SKU-1334,db58f9ff-3441-47a4-9f14-e93ca806acb7,"Ray, Brennan and Herrera",martinjeffrey@example.net,+1-417-713-7622,"469 Davis Islands
South Nicholasside, PA 00521",Waltersfurt,MS,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,EMEA,Direct,Trade Show,Returned,2023-01-06,Overnight,WH-010,,0.7,
ORD-16761,2022-12-02,85,"$1,774.58","$150,839.30",0.0,Credit Card,f13b0237-19f1-4ad8-bf92-e6c678ef480b,Integrate Synergistic Models,Software,SKU-8122,f88cffec-9d76-408c-b27b-ecc8c52dba49,Deleon LLC,walshpaul@example.org,767-639-5660,"5775 Guzman Harbors Apt. 295
South Christopherborough, TX 60402",New Emily,PR,USA,,,APAC,Online,Trade Show,Cancelled,2022-12-11,Express,WH-007,,0.67,
ORD-39791,2024-04-11,1,$727.48,$678.17,0.0,Credit Card,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,electronics,SKU-1038,08e77ec5-91d4-4059-ac8c-a3a22d1126e7,"Aguilar, Arnold and Dickson",shieldsdebra@example.org,+1-825-575-0879x553,"869 Snow Crescent Apt. 500
North Monica, PA 72433",Mccoyton,DE,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,"Europe, Middle East, Africa",Partner,Web,Cancelled,2024-04-18,Overnight,WH-002,,0.6,
ORD-66996,2023-02-16,3,"$2,002.24","$5,406.05",0.1,Credit Card,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,Electronics,SKU-1038,511f725b-4090-4e27-8b3c-539d8285eba0,"Kaufman, Goodman and Williams",heatherjohnston@example.com,278-611-1355,"Unit 9157 Box 1210
DPO AE 07671",Keithborough,AS,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,EMEA,Partner,Web,Pending,2023-02-17,Standard,WH-010,,0.67,
820712,2025-04-03,1,$593.46,$593.46,0.0,PayPal,168eb9e8-edac-4ad3-9a8d-778e2657da28,Evolve Granular Mindshare,ELEC,SKU-9010,f88cffec-9d76-408c-b27b-ecc8c52dba49,Deleon LLC,walshpaul@example.org,767-639-5660,"PSC 3190, Box 7776
APO AE 44069",New Melindaborough,DC,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,EMEA,Reseller,Referral,Cancelled,2025-04-16,Express,WH-002,,0.72,
ORD-70144,2024-02-08,1,"$1,857.91","$1,857.91",0.0,Crypto,934cf22c-9564-4318-a081-33ada53a7c32,Productize Collaborative E-Markets,Software,SKU-2270,b5c2d259-44ef-4e6e-9eb5-79592cd84022,Fields-Rush,taylorrachel@example.net,+1-988-726-0188x8179,"672 Michael Road Apt. 895
Lawrenceburgh, MH 09290",New Angelaside,OH,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,NA,Reseller,Cold Call,Pending,2024-02-11,Express,WH-007,,0.64,
ORD-23500,2023-12-13,3,$626.29,"$1,878.87",0.0,Crypto,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,Office Supplies,SKU-1334,d3505d31-8309-4681-8495-0b3bdc787773,Hart-Bennett,scooper@example.com,+1-342-339-5867,"6216 Bryan Parkways
Brownbury, DC 25146",Baldwinmouth,DC,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,NA,Direct,Organic,Shipped,2023-12-25,Overnight,WH-001,,0.74,
ORD-46504,2025-07-30,1,$623.13,$623.13,0.0,Credit Card,f13b0237-19f1-4ad8-bf92-e6c678ef480b,Integrate Synergistic Models,Software,SKU-8122,2d2a51fd-a2f8-4b9b-9bf2-b1f4518e4281,"Yang, Dickerson and Smith",grace62@example.org,(757)615-3774,"168 Howell Points Suite 084
Lake Brandi, MT 55315",Glennview,AR,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,APAC,Partner,Referral,Shipped,2025-08-05,Standard,WH-005,,0.72,
810277,2024-08-12,3,"$1,769.54","$5,043.19",0.05,Credit Card,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,Software,SKU-1334,1b0c6118-5b42-424b-b284-76e1d0b6ff8c,Fowler Ltd,joannmack@example.com,449.206.5343,"339 Sarah Row Suite 874
Port Robert, MP 41287",Charlesmouth,MI,USA,,,"Europe, Middle East, Africa",Online,Referral,Shipped,2024-08-26,Overnight,WH-003,,0.7,
ORD-79008,2022-09-29,3,$754.98,"$1,811.95",0.2,Crypto,9338c8f2-dcd0-47c2-8b6c-c94dcb0bc7f8,Visualize Killer Deliverables,electronics,SKU-5993,191669a5-13a2-420d-9a82-ab74f18cf5cf,Hebert Group,baldwinjose@example.org,4899893423,"2999 John Mountain Apt. 346
Joshuafort, IA 52894",East Ritamouth,MN,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,APAC,Partner,Referral,Pending,2022-10-07,Standard,WH-007,,0.72,
ORD-73259,2023-01-23,1,"$1,885.44","$1,508.35",0.2,PayPal,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,office_supplies,SKU-1038,83c6fc39-ba02-4d92-afd2-8d5669c10863,Odom-Woods,thomas41@example.org,001-938-674-4544x1226,"4374 Bowman Plains Suite 892
Michealtown, NY 65470",Lake Lee,SD,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,APAC,Direct,Trade Show,Pending,2023-01-26,Standard,WH-008,This high forward fly window data improve.,0.59,
870097,2023-05-05,4,$776.71,"$3,106.84",0.0,Crypto,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,Software,SKU-1038,50a9a270-3eba-4a43-b0f0-c43746aacdb9,"Andrade, Collins and Mills",robertturner@example.org,001-970-744-8362,"624 Douglas Views
Walkershire, NH 12602",Byrdchester,IA,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,North America,Partner,Organic,Shipped,2023-05-14,Overnight,WH-003,,0.67,
ORD-96677,2022-11-30,2,$705.00,"$1,410.00",0.0,PayPal,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,Furniture,SKU-3909,9f1bc98d-549f-49a8-bccc-17649a665171,Hayden Inc,kmorris@example.org,(956)290-3084x4963,"593 Foster Stream
Coryborough, IA 57786",North Angelicahaven,HI,USA,,,Asia-Pacific,Online,Trade Show,Pending,2022-12-04,Overnight,WH-006,,0.69,
ORD-99896,2025-07-04,1,$561.49,$533.42,0.05,Crypto,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,Furniture,SKU-3909,479db523-b5c7-4395-b292-003b523a8cd3,Hernandez-Randolph,pvelez@example.net,550-461-8502x204,"1425 Peterson Neck
Jaredmouth, NV 08972",Joshuaberg,CO,USA,,,Asia-Pacific,Online,Organic,Cancelled,2025-07-17,Overnight,WH-003,,0.65,
ORD-15028,2023-05-28,3,"$2,045.54","$6,136.62",0.0,Bank Transfer,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,office_supplies,SKU-4544,96c12b21-6ae0-49c8-aa73-11c1191fe42f,Turner PLC,cassandrataylor@example.org,907-603-3116,"0650 Francisco Hills
East Davidtown, GU 59610",Antonioview,KY,USA,,,EMEA,Online,Cold Call,Shipped,2023-06-02,Overnight,WH-007,,0.63,
ORD-30070,2023-12-12,2,"$2,183.22","$3,711.47",0.15,PayPal,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,ELEC,SKU-4544,121881ee-53e8-4448-8d12-61598877d7a2,"Alvarez, Tyler and Schmidt",denise19@example.org,001-725-302-5479x7139,"413 David Skyway
Michaelfort, DC 35275",Robertshire,MS,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,EMEA,Partner,Organic,Pending,2023-12-25,Overnight,WH-005,,0.73,
ORD-38239,2023-05-27,3,"$1,294.78","$3,301.69",0.15,Bank Transfer,ccecaaa8-083e-4dcc-877e-745587a9aa05,Re-Intermediate Proactive Communities,Electronics,SKU-4953,,"Kaufman, Goodman and Williams",heatherjohnston@example.com,278-611-1355,"62312 Daniel Causeway Apt. 668
Perezshire, MT 26303",East Jeremytown,TN,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,"Europe, Middle East, Africa",Direct,Web,Cancelled,2023-06-08,Express,WH-009,,0.62,
855579,2023-04-28,4,"$1,443.19","$5,195.48",0.1,Credit Card,f13b0237-19f1-4ad8-bf92-e6c678ef480b,Integrate Synergistic Models,Office Supplies,SKU-8122,db58f9ff-3441-47a4-9f14-e93ca806acb7,"Ray, Brennan and Herrera",martinjeffrey@example.net,+1-417-713-7622,"USNV Santos
FPO AP 39598",North Justin,MH,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,APAC,Partner,Referral,Shipped,2023-04-29,Standard,WH-002,,0.58,
ORD-41277,2024-12-19,1,"$2,397.54","$2,397.54",0.0,PayPal,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,electronics,SKU-1038,22e3a91d-367b-4f3a-a18d-f38fd298a089,Wilkerson Group,peterseric@example.org,838.640.0321x5202,"655 Wilcox Summit Apt. 353
East Erika, MI 44765",New Kevinland,RI,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,N. America,Direct,Organic,Returned,2025-01-02,Express,WH-009,Pull choose cause night friend take when.,0.72,
864430,2025-06-26,10,$782.28,"$7,822.80",0.0,Crypto,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,Software,SKU-6995,9f1bc98d-549f-49a8-bccc-17649a665171,Hayden Inc,kmorris@example.org,(956)290-3084x4963,"2022 Burton Lake Suite 564
Elijahhaven, CO 32734",New Timothy,MO,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,NA,Direct,Web,Shipped,2025-07-05,Standard,WH-002,,0.68,
879375,2024-02-27,2,"$1,986.74","$3,973.48",0.0,Bank Transfer,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,electronics,SKU-3909,1b0c6118-5b42-424b-b284-76e1d0b6ff8c,Fowler Ltd,joannmack@example.com,449.206.5343,"688 Brendan Inlet Suite 599
North Paul, GU 99332",Port Davidstad,SC,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,EMEA,Direct,Organic,Cancelled,2024-03-07,Overnight,WH-006,,0.67,
838872,2025-07-17,1,"$1,973.19","$1,677.21",0.15,Bank Transfer,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,Office Supplies,SKU-4544,3124ede2-21e5-4ef3-8161-1961640a648c,Clarke LLC,martha32@example.org,(206)231-5150x3370,"88711 Vega Hills Apt. 375
Lake Jennifer, MI 23432",Kevinshire,NJ,USA,,,North America,Online,Trade Show,Pending,2025-07-24,Standard,WH-010,,0.61,
809356,2023-12-15,3,"$1,319.33","$3,957.99",0.0,Credit Card,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,Furniture,SKU-1038,689bb787-a9ae-4a1c-ae1c-3c3c26136485,King Group,david04@example.com,+1-748-974-2785x55312,"191 Huerta Mews Suite 949
Morenoborough, NV 93814",East Denise,UT,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,North America,Partner,Organic,Pending,2023-12-27,Express,WH-008,,0.71,
ORD-68476,2023-12-24,3,$524.98,"$1,574.94",0.0,PayPal,934cf22c-9564-4318-a081-33ada53a7c32,Productize Collaborative E-Markets,Software,SKU-2270,689bb787-a9ae-4a1c-ae1c-3c3c26136485,King Group,david04@example.com,+1-748-974-2785x55312,"USNS Curry
FPO AE 57994",Jessicaberg,HI,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,North America,Direct,Referral,Pending,2024-01-02,Overnight,WH-004,,0.62,
ORD-22280,2025-09-02,3,$529.31,"$1,349.74",0.15,Credit Card,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,Software,SKU-1334,479db523-b5c7-4395-b292-003b523a8cd3,Hernandez-Randolph,pvelez@example.net,550-461-8502x204,"USS Mclaughlin
FPO AE 11736",Irwinfurt,MP,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,EMEA,Direct,Trade Show,Shipped,2025-09-10,Express,WH-005,Nearly rich person.,0.64,
851598,2024-06-17,2,"$2,122.70","$4,245.40",0.0,Bank Transfer,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,ELEC,SKU-1038,9e53850d-4e57-4efc-b41b-80e3d341a92a,Huffman PLC,erin26@example.net,001-234-772-2861x8775,"961 Nelson Inlet
Owenshire, PA 90998",Peterbury,DC,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,APAC,Partner,Referral,Cancelled,2024-07-01,Standard,WH-002,,0.58,
ORD-62524,2023-07-20,1,"$1,699.86","$1,699.86",0.0,Crypto,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,electronics,SKU-6995,96c12b21-6ae0-49c8-aa73-11c1191fe42f,Turner PLC,cassandrataylor@example.org,907-603-3116,"84668 Karen Squares Apt. 972
Gregoryborough, MH 11718",Lake Meganview,ND,USA,,,APAC,Online,Cold Call,Cancelled,2023-07-31,Overnight,WH-008,Even charge everybody measure finish produce.,0.66,
ORD-66439,2023-03-07,1,"$2,059.34","$2,059.34",0.0,Credit Card,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,Office Supplies,SKU-6995,66d2a0f9-fa43-4cf1-8b07-21ab84838d83,"Jones, Sanchez and Sutton",jamiemoran@example.com,001-465-848-1465x21245,"972 Alan Ferry
Port Claire, NC 21710",West Joseph,WV,USA,,,APAC,Online,Trade Show,Shipped,2023-03-18,Overnight,WH-008,Reach smile whole deep officer themselves.,0.55,
849073,2025-01-12,1,$919.05,$781.19,,PayPal,f13b0237-19f1-4ad8-bf92-e6c678ef480b,Integrate Synergistic Models,office_supplies,SKU-8122,7d59373b-74ad-4210-9fb7-d7c0cd60ad84,Dixon Group,davidbaker@example.org,001-547-658-1212x08924,"906 Leonard Mount
Kennedyland, MP 85290",Port Timothyland,MI,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,NA,Partner,Organic,Cancelled,2025-01-18,Express,WH-008,,0.57,
ORD-72899,2023-09-04,3,"$1,529.40","$4,588.20",0.0,Crypto,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,ELEC,SKU-1038,34f2c191-55f0-4712-98a9-5df7482628dd,Davis-Anthony,reneelogan@example.net,001-863-782-1068,"91388 Best Port Apt. 635
Walshland, PR 00910",Port Shawn,WA,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,North America,Reseller,Referral,Pending,2023-09-17,Express,WH-010,,0.56,
ORD-39988,2023-12-19,4,$450.71,"$1,712.70",0.05,Bank Transfer,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,Office Supplies,SKU-4544,c60ace29-d811-40d7-bf3e-1b81a5328156,Moss Ltd,benjamin19@example.org,001-429-363-7023x57447,"906 Melissa Port Suite 561
East Adamport, IA 97804",Lake Leslieland,CT,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,North America,Reseller,Referral,Shipped,2023-12-29,Standard,WH-005,,0.64,
ORD-13193,2023-10-30,2,"$1,296.02","$2,592.04",0.0,PayPal,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,office_supplies,SKU-1038,ca8650d6-84bd-4be1-8950-0258347dfbad,Vargas PLC,aboone@example.net,(206)774-1057,"713 Brianna Ports
North Nichole, NV 86406",East Tamaramouth,MI,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,"Europe, Middle East, Africa",Reseller,Trade Show,Pending,2023-11-08,Express,WH-004,,0.6,
835040,2023-11-07,2,"$1,293.68","$2,069.89",0.2,Crypto,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,Office Supplies,SKU-1038,6d4d2488-3d85-48a7-a187-471774ec5821,Mitchell LLC,deannaellis@example.net,660.830.3930x3329,"PSC 3683, Box 3101
APO AE 57586",New Shannon,SC,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,APAC,Direct,Web,Cancelled,2023-11-17,Standard,WH-001,,0.74,
868115,2022-10-25,2,"$1,734.45","$3,468.90",0.0,Credit Card,9338c8f2-dcd0-47c2-8b6c-c94dcb0bc7f8,Visualize Killer Deliverables,ELEC,SKU-5993,50a9a270-3eba-4a43-b0f0-c43746aacdb9,"Andrade, Collins and Mills",robertturner@example.org,001-970-744-8362,"644 Mclaughlin Heights
Loweryberg, MD 36949",Valenzuelabury,MP,USA,,,EMEA,Online,Organic,Returned,2022-11-06,Standard,WH-001,Sing account sign close power cost.,0.62,
829386,2024-10-05,2,"$1,514.40","$2,725.92",0.1,Crypto,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,office_supplies,SKU-1334,479db523-b5c7-4395-b292-003b523a8cd3,Hernandez-Randolph,pvelez@example.net,550-461-8502x204,"776 Gina Dale Apt. 665
Lake Ericabury, AK 03556",East Wendy,AS,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,Asia-Pacific,Direct,Cold Call,Returned,2024-10-02,Standard,WH-001,,0.63,
ORD-57732,2024-05-01,2,$924.75,"$1,849.50",0.0,Bank Transfer,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,Electronics,SKU-3909,e92e200f-04d3-4d93-b9ef-fff2b6c678bc,Hurley-Alvarez,valerie12@example.net,886.773.8431,"6013 Johnson Station Apt. 597
Port Vanessa, NY 56223",Carmentown,IN,USA,,,NA,Online,Organic,Pending,2024-05-03,Standard,WH-006,,0.72,
